Row,sub_id,skin,skull,brain,brain_inner,targetL,targetR,ROItarget_L_max,ROItarget_R_max,ROItarget_L_avg,ROItarget_R_avg
intensity__L+z--r+z_R+z--r+z,3,19.52882,11.79401,16.35306,16.35306,3.320811,13.4158,10.56139,15.32252,5.021967,5.588408
intensity__L+z--l+z_R+z--l+z,3,23.66219,13.55902,14.84136,14.84136,2.329479,12.70454,13.43144,14.70198,6.405791,5.491197
