Row,sub_id,skin,skull,brain,brain_inner,targetL,targetR,ROItarget_L_max,ROItarget_R_max,ROItarget_L_avg,ROItarget_R_avg
intensity_L--r_R--r_all_phases,6,99.73326,12.22669,28.35506,28.35506,1.059724,1.574258,16.47923,24.04913,7.802211,11.74352
intensity_L--l_R--l_all_phases,6,358.4779,259.7791,206.4499,206.4499,39.73983,1.90986,113.7352,34.65366,63.79745,14.78391
