Row,sub_id,skin,skull,brain,brain_inner,targetL,targetR,ROItarget_L_max,ROItarget_R_max,ROItarget_L_avg,ROItarget_R_avg
intensity_L+z--r_R+z--r_all_phases,1,35.29919,18.50459,16.66025,16.66025,6.27385,8.295021,11.92226,16.52233,5.144731,6.737848
intensity_L+z--l_R+z--l_all_phases,1,284.5981,128.8605,104.5539,104.5539,24.88942,25.56816,82.90151,27.83399,40.73784,12.18109
