,Focal depths wrt exit plane (mm),,,,,,,,,,
13,17.90729595,14.7012423,4.094836084,2.42014295,1.775995215,0.522812019,0.408675219,0.322839884,0.41669744,0.667635053,0.741243962
13.5,17.11049551,17.02097004,5.067692524,2.829199696,2.013988168,0.585971897,0.412499597,0.343336031,0.42392958,0.665810192,0.740202327
14,15.93148108,18.98643442,6.256366456,3.387390159,2.352884296,0.657704766,0.425282403,0.362599234,0.435234329,0.667816834,0.741596616
14.5,14.45240199,20.50836309,7.637590951,4.111815394,2.813524535,0.747572213,0.447933667,0.380934953,0.450083694,0.675380687,0.74769382
15,12.75845163,21.54128725,9.166965528,5.009757502,3.412927998,0.866735372,0.480296359,0.398944464,0.467406243,0.689761368,0.760515427
15.5,10.93514612,22.07444957,10.78114283,6.07437146,4.160657767,1.027464874,0.52094951,0.417478507,0.485518248,0.711236019,0.781227374
16,9.065782417,22.11852892,12.40144454,7.281284724,5.054767347,1.242500623,0.566959131,0.437592967,0.502190413,0.73855465,0.809459072
16.5,7.23102524,21.69685711,13.94065897,8.588608335,6.079520812,1.524266557,0.613847862,0.460554373,0.515031047,0.768746879,0.842953224
17,5.509596759,20.84547097,15.3145637,9.942361452,7.206970414,1.884162587,0.656001022,0.487902184,0.522217282,0.79755431,0.877827719
17.5,3.975972352,19.61729162,16.4555167,11.28614473,8.402324607,2.332102809,0.68749309,0.521482151,0.52329147,0.820411185,0.909402541
18,2.692254443,18.08245789,17.32205771,12.57076266,9.630488158,2.876192794,0.703096717,0.563328103,0.519576411,0.833580364,0.933255064
18.5,1.696191802,16.32215615,17.90053046,13.75979867,10.86078249,3.522287798,0.699229513,0.615338022,0.513967989,0.835008076,0.9461408
19,0.991197154,14.41989162,18.20014357,14.83041794,12.06878171,4.273344028,0.674708342,0.678809618,0.510259163,0.82468448,0.946568375
19.5,0.544550008,12.45485831,18.24533889,15.77090623,13.23577305,5.12861388,0.631201845,0.753949941,0.512353841,0.804483343,0.934928962
20,0.297206246,10.49821508,18.06742794,16.57598187,14.34610778,6.082504166,0.573197854,0.839454124,0.523636431,0.777550493,0.913126478
20.5,0.183549678,8.611029803,17.69582297,17.24006869,15.38237779,7.122779288,0.507353474,0.932218958,0.546561102,0.747428408,0.88381305
21,0.153353347,6.843815021,17.15081117,17.75060489,16.32004226,8.228579384,0.441356395,1.027310908,0.582450399,0.71727948,0.849594685
21.5,0.184778122,5.238330649,16.4420945,18.0860289,17.12577565,9.370261076,0.382692096,1.118397951,0.631543655,0.689575702,0.812662292
22,0.281139008,3.830420117,15.57530289,18.22199104,17.76332922,10.51335966,0.33777682,1.198773839,0.693368227,0.666361077,0.775030957
22.5,0.454566266,2.650385068,14.56283254,18.14341013,18.20527947,11.6263914,0.311788987,1.262721845,0.767362981,0.649817942,0.739122301
23,0.7079683,1.718412758,13.43126599,17.85421012,18.44311486,12.68824303,0.309316038,1.306541139,0.853423436,0.642711433,0.708196856
23.5,1.02566461,1.036734928,12.22005242,17.37754865,18.48813888,13.68974834,0.335608231,1.328610159,0.951943027,0.648446553,0.686329417
24,1.37532972,0.5838924,10.97318047,16.74675767,18.36271003,14.628005,0.39783383,1.328531024,1.063189592,0.670777137,0.678000171
24.5,1.717191216,0.316565317,9.730142346,15.9942915,18.0887991,15.49774738,0.505538123,1.306101488,1.186295847,0.713349842,0.68758762
25,2.014603419,0.180652154,8.521219372,15.14569872,17.68153066,16.28599048,0.669825588,1.260938768,1.318382332,0.779189299,0.718952337
25.5,2.241784931,0.127728423,7.367492686,14.22025456,17.15004421,16.9730068,0.901495827,1.193006361,1.454229109,0.870114358,0.775082327
26,2.387011215,0.128772185,6.283061503,13.23489855,16.50243444,17.53785996,1.208952605,1.103644997,1.586646512,0.986119159,0.857695548
26.5,2.451572152,0.17752563,5.277211212,12.20757766,15.75035007,17.96468887,1.596767085,0.99646767,1.707476368,1.124930689,0.966820445
27,2.446010213,0.282095806,4.355890483,11.1583398,14.91096482,18.24686686,2.065353709,0.877643368,1.808994716,1.28204521,1.1005474
27.5,2.385472538,0.450958201,3.522782394,10.1084992,14.00626987,18.38806516,2.611623803,0.755387981,1.885312371,1.451366015,1.255157574
28,2.285600119,0.68200326,2.780196803,9.078610285,13.0604031,18.40013715,3.230018903,0.638751152,1.93324133,1.626219271,1.425641256
28.5,2.159685538,0.959474247,2.129747604,8.086021722,12.09591139,18.29836775,3.913257975,0.536070447,1.952271986,1.800321586,1.606422203
29,2.017304073,1.258010675,1.572733746,7.142990763,11.13043815,18.09600207,4.652541673,0.453694675,1.943786296,1.968402647,1.792070023
29.5,1.864329575,1.549865328,1.110084282,6.256339488,10.1755534,17.80097563,5.43762166,0.395544804,1.910043258,2.12644316,1.977847529
30,1.703984717,1.811505666,0.741609315,5.42883279,9.238278946,17.41672964,6.257428598,0.363695487,1.853443115,2.271585965,2.159939534
30.5,1.538332265,2.027549913,0.464445594,4.661295743,8.324092124,16.94616149,7.101443718,0.359669688,1.776200611,2.401698355,2.335201774
31,1.369541442,2.191607115,0.271212636,3.954213368,7.439321746,16.39545014,7.961041505,0.385834155,1.680300054,2.514620438,2.50042581
31.5,1.200512771,2.304628219,0.149061638,3.308219348,6.59164234,15.77503721,8.829679609,0.446283848,1.567653725,2.607379113,2.651451789
32,1.034850424,2.371969592,0.080860833,2.723777862,5.788953278,15.09767176,9.701638827,0.546850564,1.440527175,2.675865596,2.782706873
32.5,0.876473242,2.40049887,0.048836268,2.200775955,5.037884729,14.37570201,10.57021142,0.694249943,1.302181612,2.715328873,2.887600879
33,0.729167817,2.39667441,0.039344055,1.73852679,4.342989307,13.6198089,11.42678538,0.894736758,1.157437364,2.72157597,2.95977427
33.5,0.596216922,2.365801192,0.046186633,1.336158593,3.706799125,12.83972847,12.26159433,1.152805675,1.012727325,2.692366315,2.994708204
34,0.480097594,2.31207551,0.070341638,0.992982407,3.130293421,12.04571042,13.06563874,1.470360598,0.875437263,2.628376417,2.991031399
34.5,0.382240631,2.23885584,0.116237402,0.708411836,2.613199919,11.24901142,13.83223556,1.84646388,0.75274478,2.533279335,2.950907203
35,0.302906591,2.148815959,0.186941176,0.481322264,2.153987842,10.46063626,14.55681622,2.277504985,0.650466519,2.41283674,2.879238159
35.5,0.241249883,2.043992071,0.280940674,0.309094381,1.749841172,9.689203155,15.23495995,2.75762028,0.572424304,2.273369564,2.781966322
36,0.195581837,1.925946937,0.391732148,0.186778392,1.396994778,8.939654165,15.86045273,3.279416745,0.520565853,2.120336956,2.664276944
36.5,0.163765357,1.796194923,0.509703647,0.106818652,1.091480661,8.213923826,16.42553138,3.83517762,0.495715778,1.957710273,2.52959308
37,0.143628336,1.656751759,0.624917419,0.059668215,0.829930334,7.51303596,16.92347265,4.418384024,0.498584301,1.788347206,2.379728321
37.5,0.133282482,1.510463627,0.72944852,0.035359569,0.609962807,6.838860687,17.35118566,5.024798603,0.530617716,1.614942362,2.215852209
38,0.131277589,1.36087294,0.818537614,0.025613649,0.429946839,6.194268506,17.70905878,5.652257417,0.594405696,1.440906099,2.039593485
38.5,0.136586036,1.211718345,0.890539489,0.025560003,0.288290463,5.58205632,17.99825331,6.299154041,0.693548725,1.270751542,1.853826942
39,0.14847459,1.066421838,0.94615576,0.034102896,0.182604277,5.004098516,18.21851221,6.962758481,0.832065499,1.109940449,1.663056156
39.5,0.166351388,0.9278188,0.987526365,0.052683284,0.109064741,4.461571614,18.36921163,7.63873732,1.013552925,0.964321161,1.473372845
40,0.18965718,0.798102974,1.017482356,0.083183599,0.062239705,3.95572947,18.45276642,8.322062919,1.240332941,0.839299559,1.291877795
40.5,0.2178077,0.678807789,1.038946781,0.126147273,0.035592402,3.488112425,18.47652877,9.008042656,1.512746039,0.73899376,1.125565293
41,0.250143107,0.570752268,1.054390726,0.180063788,0.022679394,3.059849997,18.45057055,9.692125226,1.828689345,0.665739811,0.980077125
41.5,0.285851803,0.474051466,1.065392648,0.241713452,0.018637258,2.670770829,18.38299056,10.36872701,2.183587076,0.620216367,0.858928754
42,0.323895902,0.38829584,1.07246734,0.307084945,0.0211968,2.319171633,18.27687311,11.03070862,2.571098447,0.602116375,0.763539201
42.5,0.362996343,0.312863772,1.07524583,0.372335078,0.030590492,2.00236606,18.13126603,11.67075814,2.984652006,0.611018587,0.693910979
43,0.401702824,0.247214841,1.072891685,0.434454114,0.04836732,1.717485028,17.94475063,12.28391992,3.419297976,0.647093703,0.649537798
43.5,0.438520514,0.191030098,1.064535888,0.491520661,0.075802981,1.461976487,17.71832412,12.8692124,3.872911441,0.711452931,0.630185529
44,0.472053464,0.144162383,1.049566528,0.542597864,0.112746551,1.233689434,17.45567123,13.42896725,4.346036456,0.806112407,0.636391963
44.5,0.501144177,0.1064516,1.027743424,0.587422137,0.157342222,1.030729641,17.16144006,13.96626715,4.840441299,0.933620272,0.669648983
45,0.525001669,0.077510677,0.999186701,0.626054179,0.206519546,0.851299061,16.83913585,14.48206939,5.357100453,1.096410095,0.732243054
45.5,0.543302378,0.056596288,0.964318202,0.658620904,0.256838736,0.693618844,16.49008512,14.9735287,5.89451841,1.295988995,0.82674311
46,0.556247789,0.042643505,0.923821289,0.685218704,0.305285016,0.555955142,16.1141212,15.43451024,6.448168376,1.532196488,0.955234536
46.5,0.564564075,0.034469207,0.878642899,0.705975709,0.349781935,0.436722355,15.71174662,15.85823004,7.011406708,1.802899323,1.118580063
47,0.569420515,0.031062828,0.829980314,0.721178034,0.3893594,0.334598115,15.28631402,16.24061872,7.577448817,2.104366847,1.316054094
47.5,0.572235377,0.031830171,0.779163825,0.731315152,0.424008561,0.248562813,14.84418444,16.58187242,8.141118854,2.432160201,1.545503769
48,0.57437466,0.036670633,0.727429151,0.73697673,0.454324056,0.177818599,14.39217674,16.88480386,8.699187728,2.782020273,1.803877097
48.5,0.576850867,0.045847748,0.675711968,0.738690103,0.48109865,0.121612378,13.9343843,17.15158603,9.249476707,3.150411282,2.087863672
49,0.580178596,0.05971694,0.624625026,0.73686743,0.505049073,0.079015334,13.47154311,17.382427,9.790285061,3.534870608,2.394574636
49.5,0.584443444,0.078440687,0.574625358,0.731920439,0.526743887,0.048707274,13.00368759,17.5777583,10.32112724,3.934394618,2.722223154
50,0.589467487,0.101805917,0.526194878,0.724400757,0.546643279,0.02884405,12.53330016,17.74115213,10.84363101,4.349502648,3.070410386
50.5,0.594889643,0.129179504,0.479857241,0.714968506,0.565089951,0.017135092,12.06539539,17.8787023,11.36040038,4.781241324,3.439417989
51,0.600110837,0.15956888,0.43603854,0.704173521,0.582200661,0.011213714,11.6044428,17.99445154,11.87161361,5.229126434,3.82853482
51.5,0.604239016,0.191746619,0.394941468,0.692252491,0.597775517,0.009198961,11.15156549,18.08647125,12.37233887,5.689469306,4.234573297
52,0.606195015,0.2244235,0.356562354,0.679142652,0.611372493,0.010154018,10.70516601,18.14838131,12.85390001,6.155905582,4.65210186
52.5,0.604963959,0.256443171,0.320809711,0.664684931,0.622527268,0.014143499,10.26408663,18.1754186,13.30891061,6.622200373,5.075601154
53,0.599803676,0.286923289,0.287587465,0.648791212,0.630928766,0.021830729,9.829647308,18.16888651,13.73552528,7.085131305,5.501875258
53.5,0.590265377,0.315266608,0.2567804,0.631418662,0.636397908,0.033848567,9.404391876,18.13449344,14.13696886,7.545013771,5.930714691
54,0.576098925,0.341063378,0.228205679,0.612436937,0.638737973,0.050284324,8.989269981,18.07678115,14.51739482,8.003888278,6.36366522
54.5,0.55723804,0.364006136,0.201623993,0.591602003,0.637675213,0.070498795,8.582635452,17.99601202,14.87883536,8.463722956,6.802644923
55,0.533940765,0.383912107,0.176822514,0.568721263,0.632999241,0.093291139,8.182144479,17.89057643,15.22207245,8.926343134,7.249770605
55.5,0.506943134,0.400816194,0.153697439,0.543868072,0.624774535,0.117262252,7.787375672,17.76142603,15.54923697,9.394119295,7.707662813
56,0.477439379,0.415011085,0.132268362,0.517445677,0.613407302,0.141175243,7.400386253,17.61303825,15.86377946,9.869126381,8.1784276
56.5,0.446871183,0.426976009,0.112626951,0.490057502,0.599510712,0.164169658,7.023935606,17.44976257,16.16692736,10.35040158,8.661118797
57,0.416676509,0.437263417,0.094872466,0.462323697,0.583718912,0.185807649,6.659519113,17.27195055,16.45445414,10.83182571,9.149815835
57.5,0.388137425,0.446447729,0.079074746,0.434789138,0.566609969,0.206020353,6.307131573,17.07637798,16.71788244,11.30333334,9.634728198
58,0.362324356,0.45514961,0.065264434,0.407927449,0.548743384,0.225022903,5.966536076,16.86053365,16.94975687,11.75531513,10.10618642
58.5,0.3400528,0.464047051,0.053431011,0.382150056,0.530687712,0.243212032,5.638339329,16.62631118,17.14843943,12.1829262,10.5586631
59,0.321805692,0.473790693,0.043517957,0.357757368,0.512949182,0.261033433,5.323778136,16.37960102,17.3183729,12.58709359,10.99195009
59.5,0.307658011,0.484844426,0.035420322,0.334865709,0.495842383,0.27883462,5.023652769,16.12656837,17.46622451,12.97208763,11.40920962
60,0.29726464,0.4973544,0.028992188,0.313383972,0.479412614,0.296754416,4.737618755,15.87029502,17.59664029,13.34214808,11.81404244
60.5,0.289937187,0.511133927,0.024063552,0.293071331,0.463472819,0.314695168,4.46446576,15.61041801,17.71078034,13.69967416,12.20874773
61,0.284785283,0.52575928,0.020460585,0.273643776,0.447724528,0.332376738,4.203009446,15.34521703,17.8076072,14.04527916,12.5941421
61.5,0.280871343,0.540691897,0.018023725,0.254866763,0.431880109,0.349426802,3.952773214,15.073794,17.88577749,14.3784267,12.96987193
62,0.277328109,0.555339002,0.016620866,0.236594081,0.415723605,0.365457073,3.713975345,14.79653097,17.94421329,14.69747081,13.33427023
62.5,0.273416308,0.56903244,0.016153999,0.218756295,0.399109277,0.380104942,3.486961745,14.51399492,17.98144028,14.99925019,13.68395975
63,0.268535596,0.580989997,0.016557957,0.201333755,0.381943264,0.393059813,3.271659999,14.22594497,17.99526675,15.27941373,14.01428202
63.5,0.262224872,0.59034444,0.017790546,0.184345401,0.364193995,0.4041024,3.067501564,13.93183695,17.98420784,15.53434732,14.32128641
64,0.254173542,0.596268099,0.019815316,0.167855449,0.345929832,0.413158081,2.873783359,13.63254739,17.95012177,15.76405857,14.60460595
64.5,0.244234462,0.598123974,0.022580933,0.151976724,0.327339237,0.420320355,2.690027363,13.33149118,17.8996047,15.97382343,14.86912209
65,0.232423053,0.595550222,0.026003122,0.136851944,0.30869337,0.425800711,2.515960774,13.03353537,17.84205605,16.17258919,15.12351935
65.5,0.218913432,0.588463221,0.029955865,0.12261943,0.290266839,0.429819955,2.351182091,12.74221591,17.78512163,16.36860896,15.37605769
66,0.204058448,0.57706344,0.034278662,0.109387163,0.272276456,0.432521603,2.19495897,12.45769442,17.73097278,16.56541456,15.63058178
66.5,0.188427291,0.561909837,0.038803125,0.097230677,0.254882252,0.433976158,2.046451034,12.17736147,17.67643985,16.76116568,15.88563548
67,0.172801978,0.544002905,0.04339295,0.086203236,0.238226651,0.434258752,1.905139952,11.89835462,17.61634698,16.95120348,16.13664829
67.5,0.158081001,0.52473436,0.047980754,0.076335228,0.222449183,0.433506712,1.770986558,11.61933377,17.54639497,17.13063691,16.37833814
68,0.145115099,0.505651318,0.052584649,0.067617689,0.207649094,0.431893707,1.644127647,11.33994102,17.46310219,17.29453937,16.60501088
68.5,0.13456825,0.48815108,0.057301216,0.059987624,0.193835394,0.429561932,1.524449598,11.05927177,17.36244463,17.43711135,16.80999383
69,0.126871236,0.473279836,0.062285205,0.053333692,0.180921151,0.426607243,1.411499056,10.77590598,17.24065595,17.55298692,16.98723208
69.5,0.122250259,0.461681364,0.067725066,0.0475199,0.168767192,0.423137187,1.304772655,10.48986936,17.09770564,17.64116568,17.13533084
70,0.120764374,0.45360219,0.073810697,0.042409885,0.157230164,0.419315186,1.203997373,10.20410812,16.9395592,17.70757751,17.26017552
70.5,0.122307756,0.448848892,0.080685378,0.03787955,0.146175143,0.415302712,1.109084324,9.923234113,16.77569938,17.76251393,17.37236168
71,0.126585086,0.446720471,0.088388785,0.033821618,0.13546604,0.411138657,1.019869892,9.650466228,16.61338046,17.81431227,17.48078489
71.5,0.133097916,0.446038984,0.096818017,0.030151805,0.124975146,0.406682214,0.936005995,9.385896334,16.45402964,17.86504401,17.58811434
72,0.141172056,0.445351456,0.105730683,0.026818313,0.114624171,0.401690614,0.857135133,9.127684161,16.2948374,17.91183203,17.69182385
72.5,0.150024516,0.443227131,0.114786322,0.023806034,0.104422395,0.395956064,0.783115721,8.874460257,16.13290075,17.95117782,17.7883796
73,0.158846092,0.438492322,0.123597186,0.021128057,0.094462545,0.389370828,0.714014237,8.626100485,15.9669724,17.98101535,17.87536634
73.5,0.166880715,0.43033041,0.131769531,0.018808547,0.084878027,0.381891428,0.649884025,8.382449852,15.79572542,17.99908206,17.95008683
74,0.173498746,0.418314451,0.138944898,0.016867891,0.075799816,0.373496811,0.590590923,8.142210109,15.61625724,18.00151999,18.00840412
74.5,0.178258256,0.402451056,0.144857842,0.015316312,0.067339605,0.364222846,0.535855234,7.903822699,15.4260296,17.98532676,18.04730072
75,0.180929042,0.383201441,0.149391629,0.014153622,0.059588591,0.354227253,0.485408103,7.667324405,15.22637841,17.952551,18.06901045
75.5,0.181454917,0.361385717,0.1525896,0.013370022,0.052609458,0.343774509,0.439056595,7.434715757,15.02288941,17.91068051,18.08126853
76,0.179870301,0.337976774,0.15460834,0.012946326,0.046420076,0.33312121,0.396610999,7.208174247,14.8213187,17.867564,18.09209016
76.5,0.176232369,0.313917619,0.155655744,0.01285558,0.040987126,0.322406867,0.357803224,6.988105075,14.62314179,17.82568032,18.10395937
77,0.170623794,0.290070947,0.155965554,0.013067667,0.036240762,0.311656197,0.322313961,6.773214481,14.42535926,17.78150022,18.11318707
77.5,0.163216174,0.267260497,0.155808983,0.013555567,0.03210002,0.300873524,0.289868676,6.562266237,14.22423701,17.72982175,18.1142965
78,0.154327536,0.24628127,0.155497703,0.014300046,0.028490432,0.290115612,0.260280136,6.355329021,14.01835901,17.66762,18.10391889
78.5,0.144424746,0.227825709,0.155350523,0.015291009,0.025347143,0.279476967,0.233393233,6.153247249,13.80806566,17.59367659,18.08039744
79,0.134083792,0.212391693,0.155649113,0.01652701,0.022611421,0.269036303,0.20900732,5.95643556,13.59332321,17.50634385,18.04153791
79.5,0.123947142,0.200255384,0.156624061,0.01801552,0.020230115,0.258850131,0.1868619,5.764759588,13.37378479,17.40404013,17.98520572
80,0.11468484,0.191511909,0.158470906,0.019773452,0.018158526,0.248998974,0.166684122,5.578566918,13.15125603,17.28869234,17.91300775
80.5,0.106938032,0.186116469,0.161353553,0.021823426,0.016361229,0.239611587,0.148231708,5.399269811,12.93090663,17.16733386,17.83208883
81,0.101247672,0.183880754,0.16536466,0.024182311,0.014808472,0.230820391,0.13129224,5.228428849,12.71873104,17.048613,17.75155084
81.5,0.098006166,0.184445421,0.170466149,0.026845471,0.013471991,0.222689191,0.115666165,5.066245585,12.51739238,16.93698807,17.67630119
82,0.097461571,0.187279927,0.17646352,0.029775698,0.012324537,0.215191066,0.101175386,4.911152169,12.32471512,16.83037134,17.60442052
82.5,0.099759427,0.19172888,0.183037698,0.032903069,0.011342682,0.208252123,0.087696807,4.760907129,12.13603553,16.72305117,17.53010773
83,0.10497819,0.197074564,0.189803322,0.036133014,0.01050897,0.201805658,0.075182944,4.61392043,11.94749596,16.60998637,17.44821536
83.5,0.113123411,0.202576525,0.196348463,0.039355425,0.009811126,0.195802048,0.063644828,4.46952942,11.75701134,16.48813036,17.35569568
84,0.124083219,0.207489373,0.202251265,0.042453105,0.009239879,0.190184517,0.053113087,4.327396201,11.56315474,16.35508889,17.25024049
84.5,0.137580166,0.211096396,0.207108739,0.04531458,0.008788299,0.18487935,0.043609364,4.187164405,11.36471042,16.20887137,17.12996753
85,0.153155429,0.212778428,0.210594354,0.047852914,0.008453055,0.179816642,0.035141134,4.04886776,11.16202649,16.05018128,16.99581247
85.5,0.170189998,0.212084127,0.212509029,0.050020954,0.00823524,0.174947153,0.027708775,3.913348938,10.95818051,15.88425782,16.85348459
86,0.187934565,0.208755388,0.21278044,0.05181143,0.008138724,0.170222149,0.021309554,3.781856629,10.75772745,15.71898524,16.7115322
86.5,0.205527945,0.202711285,0.211422492,0.053243421,0.008166779,0.165555506,0.015934023,3.655068795,10.56373146,15.5603157,16.57650606
87,0.222026294,0.194038729,0.208514612,0.054349429,0.008319261,0.160817621,0.011558454,3.532570752,10.37603761,15.40937408,16.44977983
87.5,0.236479063,0.183012464,0.204226911,0.05517271,0.008591785,0.155880122,0.008136308,3.413290062,10.19229387,15.26361809,16.32869083
88,0.248042295,0.170107882,0.198846607,0.055769752,0.008976461,0.150674742,0.005590693,3.296311248,10.01016352,15.11988643,16.20974722
88.5,0.256075312,0.155959261,0.192750763,0.056207457,0.009462972,0.145216229,0.003811971,3.181234049,9.828307118,14.97579158,16.09018767
89,0.260187683,0.141268525,0.186334504,0.056555104,0.010039719,0.13958158,0.002666104,3.06797146,9.645834672,14.82901844,15.96733734
89.5,0.260259468,0.126713685,0.179954806,0.056881092,0.010695985,0.13387912,0.002015816,2.956572087,9.461983441,14.67709951,15.83844241
90,0.256463285,0.112889202,0.173922486,0.057258411,0.011425594,0.128234967,0.001749466,2.847413099,9.277018796,14.51919762,15.70260706
90.5,0.24926588,0.100272196,0.16851455,0.057769038,0.01223022,0.122788139,0.001806255,2.741414551,9.09323345,14.3579942,15.56283266
91,0.2393653,0.089198933,0.163962726,0.058495322,0.01311944,0.117671651,0.002185342,2.639779127,8.914297455,14.19886172,15.42502075
91.5,0.227573644,0.079855,0.160416709,0.059500829,0.014107213,0.112976935,0.002932339,2.543323412,8.743075921,14.04639872,15.29407159
92,0.214710661,0.072291536,0.157919559,0.060816507,0.015208426,0.108724444,0.004106936,2.452013089,8.579908019,13.90146664,15.17057946
92.5,0.201557251,0.066464146,0.156423134,0.062444682,0.016439043,0.104859255,0.005745154,2.365105201,8.422810065,13.76130441,15.05095625
93,0.188857159,0.062275807,0.155831985,0.064377206,0.017819113,0.101268624,0.007833223,2.281670509,8.269054847,13.62188514,14.93017189
93.5,0.17732029,0.059607258,0.156042742,0.066612871,0.019374521,0.097806311,0.010304616,2.200972136,8.116434078,13.47987589,14.80411446
94,0.167602452,0.058332127,0.156961939,0.069163949,0.021134591,0.094317194,0.013060226,2.122504129,7.96349334,13.3330312,14.67016079
94.5,0.160274899,0.058323406,0.158511652,0.072053877,0.023126749,0.090666244,0.016001553,2.045920295,7.809467234,13.18019266,14.52723186
95,0.155803977,0.059455276,0.160634737,0.075311852,0.025371222,0.086769698,0.01906252,1.971081959,7.654651632,13.02205721,14.37657494
95.5,0.154537211,0.061596887,0.1632919,0.078963485,0.027876781,0.082611234,0.022226484,1.898142167,7.500783211,12.86192127,14.22247653
96,0.156674706,0.064592349,0.166433174,0.083012847,0.030635941,0.078228881,0.025521097,1.827430497,7.350480126,12.70476309,14.07109265
96.5,0.162217152,0.068231581,0.169946784,0.087417763,0.033618125,0.073681671,0.02899451,1.759147313,7.205788814,12.55467157,13.9275051
97,0.170906917,0.072230009,0.1736192,0.092070418,0.03676232,0.069022732,0.032686909,1.693147433,7.067009011,12.41268836,13.79323843
97.5,0.182192621,0.076235356,0.177137158,0.096794522,0.039972629,0.064297242,0.036612578,1.62901569,6.932782931,12.27681876,13.66622382
98,0.195233799,0.079865003,0.180129496,0.101357134,0.043118374,0.059559449,0.040757751,1.566324875,6.801120652,12.14368375,13.54264873
98.5,0.208945818,0.082761227,0.182217934,0.105484677,0.046038138,0.054889397,0.045086041,1.50481804,6.670237374,12.00997993,13.41861958
99,0.222087787,0.084646762,0.183054013,0.108879425,0.048549083,0.050395221,0.049540189,1.444427092,6.538754854,11.87281991,13.29060328
99.5,0.233405566,0.085366901,0.182348825,0.111246274,0.050466463,0.046200333,0.054038574,1.385244517,6.405719511,11.72981064,13.15558046
100,0.24182459,0.084908322,0.179911862,0.112339495,0.05163575,0.042423095,0.058476379,1.327557646,6.270959546,11.57979969,13.01195678
