,Focal depths wrt exit plane (mm),,,,,,,,,,
Distance WRT Exit plane (mm),11.41,15,20,23.91,25,30,45,60,75,90,92.51
98.5,0.188780129,0.011175012,0.099522899,0.04154844,0.020214092,0.099607728,0.109555933,1.435353406,6.881567514,12.73912575,13.58174368
99,0.180564082,0.009442762,0.097277702,0.042341349,0.021189702,0.097405136,0.115867854,1.37993024,6.746889455,12.58610353,13.43034089
99.5,0.172462598,0.008056172,0.096467969,0.043834632,0.022617269,0.094917232,0.122664241,1.322875738,6.603161466,12.41540122,13.26009289
100,0.165022908,0.007069943,0.096905795,0.045955656,0.024448063,0.092092587,0.129958743,1.264269232,6.450935573,12.22783796,13.07215038
100.5,0.158733278,0.006509352,0.098325726,0.048589583,0.026606275,0.088998353,0.137749186,1.205238708,6.294995308,12.03178057,12.87554291
101,0.153959097,0.00637905,0.100422201,0.051603472,0.029007309,0.08576924,0.146010329,1.147465719,6.142403517,11.83988708,12.68367084
101.5,0.150873268,0.006672924,0.102878716,0.054865217,0.03157361,0.082532718,0.154672033,1.092497679,5.999543603,11.66382785,12.50867847
102,0.14941308,0.007375752,0.10538939,0.058253046,0.034241037,0.079345589,0.163600236,1.041170212,5.869519444,11.50944202,12.35638646
102.5,0.149292731,0.00845553,0.107676626,0.061654444,0.036952772,0.076171944,0.172602453,0.993374765,5.751072421,11.3745543,12.22412117
103,0.150077245,0.009854997,0.109504467,0.064956277,0.039643523,0.07291009,0.181462651,0.948216491,5.639311501,11.25014312,12.10208409
103.5,0.15129643,0.011493956,0.110684814,0.068031153,0.042222101,0.069452205,0.189986356,0.904440382,5.527698026,11.1238479,11.97714482
104,0.152565384,0.013286954,0.111077925,0.070729934,0.044563869,0.065748202,0.198030412,0.860945067,5.41042807,10.98431209,11.83744078
104.5,0.153679878,0.015168928,0.110595866,0.072892292,0.04652356,0.061846822,0.205509148,0.817222386,5.284508847,10.82507198,11.67640962
105,0.154665454,0.017114708,0.109215812,0.074380136,0.047970266,0.057897588,0.212389318,0.773585348,5.150944239,10.64699793,11.49526676
105.5,0.155766834,0.01914162,0.106996852,0.075124034,0.048833149,0.054112622,0.218688035,0.731081405,5.0145611,10.45833687,11.30293673
106,0.157375904,0.021293644,0.104084078,0.075159751,0.049136292,0.050703462,0.224474318,0.691094022,4.882338068,10.27192941,11.11305806
106.5,0.159911534,0.023613681,0.100689289,0.074633163,0.049003542,0.047818763,0.229864283,0.654784902,4.760806107,10.10046913,10.93898246
107,0.16368208,0.026114028,0.097052879,0.073767399,0.048628221,0.045506085,0.235003365,0.622629357,4.653623852,9.951774965,10.78882862
107.5,0.168767746,0.028754977,0.093400453,0.072805041,0.048219762,0.043707571,0.240036446,0.594241531,4.560357459,9.826151871,10.66275473
108,0.174949872,0.031438666,0.089906083,0.071947586,0.047948277,0.042285478,0.24507183,0.568530675,4.476835393,9.716715693,10.55336314
108.5,0.181700821,0.034020965,0.086669646,0.071312027,0.047905555,0.041065715,0.250147865,0.544093426,4.396761937,9.612196226,10.44868669
109,0.188243496,0.036338249,0.083711622,0.070915146,0.048091994,0.039886013,0.255217533,0.519677793,4.31391026,9.501003318,10.3364678
109.5,0.193681496,0.038240782,0.080986271,0.07068657,0.048430109,0.038636796,0.260165563,0.494560004,4.224172505,9.375189145,10.20833885
110,0.197178578,0.039621514,0.078410637,0.070504994,0.048798703,0.037284772,0.264857291,0.468718617,4.126827374,9.233113333,10.06264597
110.5,0.198131467,0.040430124,0.075900517,0.070245779,0.049077306,0.03587287,0.269195097,0.442755502,4.024592627,9.079827637,9.904867716
111,0.196268832,0.04066821,0.073400824,0.069824498,0.049187146,0.034496546,0.273145841,0.417605247,3.922380177,8.92485569,9.745265093
111.5,0.191641549,0.04037118,0.07090078,0.069222945,0.049116559,0.033264624,0.276722602,0.394152917,3.825233876,8.778200969,9.594601408
112,0.184531404,0.039589651,0.068434025,0.06849244,0.048924319,0.03225815,0.279941541,0.372911748,3.736316117,8.646276768,9.459767306
112.5,0.175343541,0.038383188,0.066069223,0.067737662,0.04872262,0.031500737,0.282794383,0.353864447,3.655773928,8.529519422,9.341200594
113,0.164538213,0.036829796,0.063896304,0.067088582,0.048646527,0.030948866,0.285260429,0.336496563,3.580839459,8.42249531,9.233013119
113.5,0.152616668,0.035043345,0.06200932,0.066668589,0.048818907,0.030504132,0.287346028,0.319986249,3.506996287,8.316210901,9.125465378
114,0.140138564,0.033185368,0.060486161,0.066566993,0.049320417,0.030043809,0.289116479,0.303484264,3.429705024,8.201573412,9.008680361
114.5,0.127733297,0.031460866,0.059368521,0.066823096,0.050173248,0.029460639,0.29069387,0.286402379,3.346103041,8.072785737,8.876302514
115,0.116077227,0.030096985,0.058648732,0.067426173,0.051343877,0.02869783,0.292220909,0.268616536,3.256122558,7.929607418,8.727935208
115.5,0.105830561,0.029313188,0.058269407,0.068330761,0.052763345,0.027764547,0.293814127,0.25049954,3.162601244,7.777617753,8.569451922
116,0.097552995,0.029293896,0.058137013,0.069480027,0.054356618,0.026724806,0.295532642,0.232755427,3.070264245,7.626254595,8.410919723
116.5,0.091628213,0.03016927,0.058143732,0.070826081,0.056067967,0.025665401,0.297376084,0.216123263,2.983935449,7.485267468,8.262851401
117,0.088220963,0.032002973,0.05818748,0.072336456,0.057869998,0.024658,0.299304885,0.201085212,2.906704358,7.361029795,8.132255798
117.5,0.087268876,0.034784507,0.05818049,0.07398176,0.059751071,0.023730984,0.301261243,0.187704295,2.838809065,7.25419596,8.020079538
118,0.088495979,0.038428276,0.058042534,0.075707603,0.061686043,0.022859744,0.303169974,0.175643809,2.777630258,7.15952913,7.920963816
118.5,0.091438654,0.042784425,0.057684513,0.077403665,0.063603564,0.021976291,0.304917829,0.16433889,2.718733351,7.067861335,7.825263798
119,0.095490299,0.047663174,0.056994909,0.078888025,0.065366086,0.020994137,0.306332481,0.153239118,2.657511795,6.969364776,7.722522439
119.5,0.099978136,0.052865912,0.055842812,0.079921529,0.066776327,0.019841101,0.307194128,0.142023924,2.590840659,6.85701625,7.605188217
120,0.104271939,0.058211655,0.05410353,0.080256086,0.067615133,0.018489947,0.307294497,0.130708995,2.518149331,6.729053122,7.471269014
120.5,0.107899078,0.06355049,0.05169921,0.079703681,0.067700898,0.016975378,0.306521367,0.119608949,2.441535182,6.589514252,7.324953529
121,0.110623709,0.068762257,0.048635966,0.078198672,0.066947634,0.015389095,0.304918967,0.109186011,2.364898423,6.446644093,7.174936437
121.5,0.112457214,0.073743834,0.045018849,0.075825618,0.065397933,0.013853758,0.302683623,0.099862294,2.292464906,6.309805414,7.031135915
122,0.113598408,0.078392722,0.041036633,0.072801554,0.063219089,0.012487398,0.300096357,0.091873806,2.227312909,6.186160778,6.901152476
122.5,0.114333372,0.082596435,0.03692386,0.069423835,0.06066633,0.011373657,0.297434884,0.085208303,2.170439576,6.078436351,6.787854391
123,0.114937272,0.086234313,0.032915818,0.066005863,0.058027637,0.010547512,0.294913507,0.079625441,2.120635269,5.984460838,6.688887944
123.5,0.115608391,0.089191546,0.029211515,0.06282183,0.055568042,0.009996494,0.292674636,0.074735653,2.075098012,5.898445663,6.598065322
124,0.116443971,0.091379666,0.025953089,0.060071964,0.053488102,0.009672067,0.290821135,0.070112562,2.030531253,5.813430833,6.507989725
124.5,0.11745079,0.092755538,0.023221927,0.057870713,0.051903793,0.009506339,0.289456583,0.065414447,1.984352185,5.724001811,6.412952292
125,0.118574965,0.093330941,0.021046467,0.056254128,0.05084744,0.009431573,0.288699681,0.060482905,1.93562262,5.628349875,6.311123825
125.5,0.119731487,0.093166716,0.019415842,0.055200357,0.050286244,0.009399475,0.288660493,0.055380586,1.885362445,5.528926811,6.205221888
126,0.120817414,0.092349739,0.018295607,0.05465667,0.050153112,0.009394501,0.289392819,0.050344494,1.836094694,5.431403667,6.101368996
126.5,0.12170128,0.090959016,0.017643006,0.054566592,0.050381687,0.009435135,0.290855339,0.045669882,1.790770798,5.342295942,6.006551935
127,0.122197792,0.0890342,0.017419354,0.054890809,0.050934056,0.009561742,0.292908647,0.04157687,1.751496451,5.266208717,5.925670447
127.5,0.122049347,0.086560847,0.0175967,0.055615352,0.051809725,0.009815994,0.295353162,0.03811893,1.718574679,5.203808287,5.859379364
128,0.120937895,0.083481769,0.018156486,0.056742458,0.053030616,0.010219997,0.297980658,0.035166641,1.690260196,5.15129331,5.803553245
128.5,0.118541252,0.079734594,0.019080034,0.058266048,0.054608195,0.010762002,0.300603359,0.03246619,1.663323624,5.101573483,5.750568223
129,0.114629003,0.075305074,0.02033391,0.06014287,0.056508309,0.011393275,0.303045971,0.02974764,1.634227341,5.046737476,5.691955902
129.5,0.109170386,0.070277343,0.021856659,0.062275678,0.058632874,0.012038768,0.305121912,0.026840636,1.600466887,4.980934001,5.621465083
130,0.102409393,0.064859922,0.023555173,0.064521716,0.060832139,0.012620492,0.30662944,0.023745413,1.561527651,4.902537866,5.537362731
130.5,0.094865385,0.059373389,0.025316021,0.066728202,0.062946771,0.01308565,0.307388202,0.020621503,1.519041915,4.814705587,5.443031565
131,0.087246534,0.054199861,0.027029387,0.068780252,0.064861446,0.013426675,0.307303067,0.017701634,1.476076851,4.72406311,5.345588951
131.5,0.080303527,0.049712253,0.028615071,0.070636824,0.066542767,0.01368313,0.306413663,0.015183351,1.435890105,4.638097553,5.253088619
132,0.07467862,0.046211111,0.030037467,0.072334696,0.068042506,0.013925186,0.304892701,0.013156988,1.400703242,4.562331733,5.171476058
132.5,0.070800975,0.043890006,0.031301612,0.073957481,0.069465912,0.014227123,0.30298483,0.011593452,1.370967456,4.498400343,5.102501806
133,0.068846843,0.042832781,0.032432058,0.075583751,0.070920889,0.014641579,0.300914533,0.010376072,1.345329426,4.443668243,5.043284322
133.5,0.068748901,0.043030518,0.033444932,0.077236289,0.072468556,0.015181666,0.298810768,0.009348736,1.321218155,4.392383669,4.987551503
134,0.07022855,0.044402705,0.034325803,0.078851188,0.074091129,0.015813696,0.296685881,0.008362456,1.295783587,4.337836704,4.927980361
134.5,0.072838009,0.046813489,0.035021754,0.080276963,0.07568397,0.016461087,0.294475427,0.007312838,1.266845676,4.274719484,4.858782168
135,0.076015698,0.050082305,0.035448789,0.081303175,0.077071075,0.017019096,0.292108164,0.006163391,1.23356334,4.200894179,4.777661205
135.5,0.079160243,0.053992243,0.035509492,0.081708704,0.07803706,0.017378288,0.289560197,0.004949847,1.196653851,4.118030809,4.686551403
136,0.081716001,0.058299954,0.035113749,0.081312669,0.078366388,0.017451524,0.286856918,0.00376301,1.158151372,4.031013017,4.590973754
136.5,0.083249991,0.06274961,0.034196711,0.080011418,0.07788119,0.017196838,0.284023786,0.002713194,1.120824473,3.946414203,4.498345863
137,0.083500118,0.067092874,0.032731558,0.077793468,0.076472267,0.016628652,0.28102216,0.001887996,1.087454697,3.87063388,4.415893355
137.5,0.0823877,0.071115483,0.030737212,0.074734613,0.074119358,0.015812799,0.277720366,0.001323094,1.060188031,3.808307397,4.348865775
138,0.080001305,0.074666651,0.028281906,0.070981031,0.070898321,0.014846494,0.273927352,0.001002602,1.040117061,3.761410476,4.299547096
138.5,0.07656387,0.077681886,0.025481647,0.066727352,0.066974068,0.013830659,0.269478746,0.000886492,1.027171577,3.729226728,4.267205037
139,0.072391233,0.080188631,0.022491297,0.062193936,0.062579827,0.012845344,0.264333138,0.000940902,1.020305964,3.709052399,4.248841339
139.5,0.067846518,0.082289196,0.01948713,0.057606042,0.057986193,0.011936962,0.258630753,0.00114569,1.017887043,3.697300773,4.240357694
140,0.063293653,0.084124003,0.016643006,0.053177018,0.053466991,0.01112012,0.252685986,0.001476451,1.018134213,3.690550066,4.23769185
