,Focal depths wrt exit plane (mm),,,,,,,,,,,,
Distance WRT Exit plane (mm),7.19,10,12.97,15,18.74,20,25,30,45,60,75,90,96.01
80,0.239503675,0.251833867,0.022691636,0.041026684,0.079998614,0.062496687,0.0671111,0.301505409,0.273704867,5.838632787,13.12700867,17.46290076,18.3006902
80.5,0.216261164,0.241324887,0.021203856,0.03865235,0.079786886,0.063344763,0.0639137,0.29622763,0.247379204,5.659517113,12.92178091,17.3489771,18.23443902
81,0.194088427,0.230720342,0.020039037,0.036861777,0.079964657,0.06451353,0.061195842,0.291230262,0.223482022,5.488108024,12.71994797,17.23067916,18.16085818
81.5,0.173845061,0.220748608,0.0192432,0.035611302,0.080560836,0.066042327,0.058837866,0.286339674,0.201505076,5.32110704,12.5164836,17.10271767,18.07500415
82,0.156191159,0.212060396,0.01885015,0.034836781,0.081569291,0.067936263,0.056717995,0.281375595,0.181083489,5.155763194,12.3070312,16.96048783,17.97249895
82.5,0.141566511,0.20521293,0.018888261,0.034465756,0.082956357,0.070169389,0.054731019,0.276194081,0.16203207,4.990702146,12.08948447,16.80179584,17.85123284
83,0.130198098,0.200669409,0.019387611,0.034426741,0.084669703,0.072691699,0.052805102,0.270729872,0.144321061,4.82637208,11.8650827,16.62828704,17.71287834
83.5,0.122122339,0.198795596,0.020384251,0.034653071,0.086642983,0.075436145,0.050910736,0.265017009,0.128007551,4.664883372,11.63845747,16.44578004,17.56336224
84,0.117205627,0.199837605,0.021918465,0.035078787,0.088791584,0.078320565,0.049056382,0.259165085,0.11315085,4.509147366,11.41618816,16.26275829,17.4114548
84.5,0.115153093,0.203877848,0.024025559,0.035627701,0.091001952,0.081243959,0.047270853,0.25329745,0.099746882,4.361619369,11.20433775,16.08747578,17.26587805
85,0.115508298,0.210783146,0.026719707,0.036201645,0.093123575,0.084082239,0.045579894,0.247483669,0.087706011,4.223267248,11.00623036,15.92520607,17.1324745
85.5,0.11765653,0.220164711,0.029973547,0.036675689,0.094972441,0.086689556,0.043986691,0.241701525,0.076877063,4.093227468,10.82152481,15.77698702,17.01283848
86,0.120849079,0.231367444,0.033698368,0.036905619,0.096347548,0.088907082,0.042463633,0.235843096,0.067097987,3.969186552,10.64672062,15.64000134,16.90460341
86.5,0.124263831,0.243499604,0.03773146,0.036747508,0.097056152,0.090577069,0.04095796,0.229755626,0.058245009,3.848203038,10.47651943,15.50891515,16.80269277
87,0.127104595,0.255512035,0.041838466,0.036084783,0.096943398,0.091561475,0.039409665,0.223301111,0.050259003,3.727642018,10.30549266,15.37758971,16.70096842
87.5,0.128720811,0.266325004,0.045736634,0.03485522,0.095923337,0.091765474,0.037775878,0.216416776,0.043140552,3.605987525,10.12971369,15.24092168,16.59409845
88,0.128711851,0.274983298,0.049137742,0.033069541,0.094005728,0.091163134,0.036052396,0.209156022,0.036918643,3.483319671,9.948007825,15.09648888,16.47929549
88.5,0.126975571,0.28079803,0.051799538,0.030814701,0.091308969,0.089816688,0.034283183,0.20169395,0.031608817,3.361256326,9.762297918,14.94532822,16.35720247
89,0.123678808,0.283428567,0.053568652,0.028239297,0.088049619,0.087879182,0.032553565,0.194293853,0.027180399,3.242304669,9.576720445,14.79124223,16.23126782
89.5,0.119158586,0.282880521,0.054401284,0.025525051,0.084507526,0.085575431,0.030970543,0.187247712,0.023547173,3.128863424,9.395828086,14.63885251,16.10580964
90,0.113792377,0.279432374,0.054358448,0.022853242,0.080976322,0.083165479,0.02963906,0.180814,0.02058364,3.022303857,9.222717101,14.49139709,15.98381241
90.5,0.10788676,0.273528413,0.053581305,0.02037587,0.07771489,0.080901755,0.028642584,0.175170259,0.018157533,2.922497289,9.057862899,14.34927413,15.8654897
91,0.101619711,0.265677899,0.05225685,0.018198632,0.074913611,0.078992215,0.02803186,0.170386618,0.016163616,2.827915412,8.899029954,14.2097976,15.74805206
91.5,0.095046032,0.256385362,0.050584487,0.016377798,0.072682209,0.07757831,0.027821366,0.16642069,0.014545022,2.736207373,8.742130766,14.06806419,15.62656002
92,0.088152288,0.246123093,0.048751534,0.014928535,0.071058031,0.076730889,0.027991537,0.16313387,0.013295148,2.645013939,8.582726498,13.91863045,15.49561517
92.5,0.080933283,0.235339962,0.046921188,0.013839326,0.070027967,0.076461842,0.028495677,0.160328829,0.012442896,2.552754995,8.417671641,13.75758491,15.35140654
93,0.073459312,0.22448908,0.045232294,0.013087117,0.069553574,0.076744516,0.029270853,0.157800304,0.01203165,2.45912719,8.246373075,13.58426584,15.19345584
93.5,0.065910553,0.214048826,0.04380695,0.012649155,0.069589144,0.077533148,0.030251232,0.155382866,0.012102438,2.365121783,8.071072089,13.40184128,15.02519535
94,0.05856651,0.204517111,0.042759166,0.012509259,0.070087038,0.078773156,0.031381072,0.152975623,0.012685126,2.27255058,7.895989786,13.21629635,14.85291916
94.5,0.051754448,0.196373371,0.042198597,0.012657933,0.070991941,0.080401038,0.032623199,0.150534231,0.013795577,2.183298425,7.725679419,13.03428412,14.68358053
95,0.045777963,0.190021846,0.042227045,0.013087479,0.072230745,0.082338895,0.033959211,0.148037277,0.015436024,2.098611714,7.563360902,12.86085905,14.52246761
95.5,0.04085517,0.185737565,0.042929272,0.013784631,0.073704667,0.084489228,0.035380256,0.145446803,0.017598483,2.018692025,7.409882222,12.69799557,14.37167196
96,0.03708809,0.183629573,0.044360124,0.014723501,0.075285952,0.086731975,0.036870278,0.142683515,0.020271732,1.942693955,7.263585732,12.54428235,14.22975596
96.5,0.034465535,0.183625021,0.046529818,0.015861005,0.076819493,0.088923158,0.038387592,0.139628471,0.023449148,1.869096004,7.120998691,12.39566488,14.0925081
97,0.03288649,0.185473374,0.049390243,0.017136093,0.078130038,0.090895498,0.039853403,0.136151953,0.027130714,1.796300327,6.978106001,12.24694532,13.9544777
97.5,0.032188544,0.188771277,0.052828004,0.018473406,0.079036205,0.092465358,0.041155169,0.132158502,0.031312223,1.723252689,6.831785231,12.09361082,13.81087272
98,0.032172822,0.193008348,0.056670387,0.019790591,0.079370324,0.093450396,0.042166919,0.127628368,0.035960848,1.649858877,6.680947041,11.93338421,13.65920017
98.5,0.032625147,0.197626733,0.060705234,0.021006792,0.079000938,0.093696512,0.042780374,0.122637087,0.040986268,1.577032579,6.526902371,11.7669214,13.5000398
99,0.0333361,0.202079557,0.064708933,0.022049722,0.077853249,0.093106556,0.042935317,0.117344933,0.046224678,1.50634978,6.372836225,11.5973508,13.3366118
99.5,0.034118834,0.20587813,0.068473851,0.022860233,0.075922403,0.091660865,0.042636801,0.111963069,0.051453193,1.439465462,6.222600352,11.42892299,13.17340786
100,0.034820017,0.208620371,0.071828071,0.023394646,0.073275397,0.089421478,0.041952105,0.106710436,0.056439372,1.377533364,6.079338628,11.26532661,13.01444834
100.5,0.0353214,0.209997423,0.074642964,0.023625277,0.070039738,0.086516909,0.040989446,0.101775716,0.061009239,1.32084547,5.944460767,11.10832673,12.86181891
101,0.03553514,0.209782512,0.076828821,0.023539264,0.066380649,0.083112285,0.03986859,0.097292798,0.065100737,1.268799019,5.817276679,10.95716647,12.71494037
101.5,0.035398989,0.207817333,0.078323449,0.023136585,0.062474075,0.079377538,0.038696215,0.093331885,0.068773619,1.220176039,5.695380684,10.80890164,12.5707919
102,0.034875405,0.2040115,0.079080833,0.022428902,0.058486004,0.075467874,0.037555085,0.089904811,0.072170043,1.17361842,5.575648435,10.65961528,12.42510872
102.5,0.033955325,0.198363807,0.079066688,0.021440563,0.054565351,0.071522899,0.036507263,0.086981711,0.075447185,1.128116111,5.455504407,10.50610567,12.27417219
103,0.032664739,0.190998117,0.07826453,0.020211576,0.050848003,0.067678209,0.035604578,0.084514255,0.078714647,1.083324935,5.333963858,10.34735334,12.11648286
103.5,0.031070786,0.182192587,0.076690684,0.018800875,0.047462281,0.06407609,0.034898024,0.082457882,0.082002053,1.039597394,5.212000479,10.18510093,11.95355392
104,0.029283333,0.172377599,0.074411285,0.017287302,0.044528112,0.060864456,0.0344421,0.080786488,0.085264849,0.997735256,5.092086656,10.02325922,11.78943027
104.5,0.027447831,0.162089901,0.071551885,0.015765774,0.042147955,0.058183101,0.034294281,0.079495931,0.088419617,0.958581402,4.977137665,9.866424778,11.62915968
105,0.02572645,0.15188924,0.06829251,0.014337635,0.040392855,0.056144932,0.034510992,0.078595048,0.091391577,0.922618936,4.869326919,9.718164905,11.47689495
105.5,0.024269787,0.142263403,0.064847465,0.013097134,0.039289475,0.054820658,0.035140993,0.078084683,0.094155363,0.889721649,4.769214697,9.579709917,11.33437798
106,0.023187674,0.13355547,0.061437191,0.012118519,0.038813769,0.054230873,0.036216927,0.077930027,0.096755481,0.859127737,4.675467342,9.44950546,11.20034903
106.5,0.022528509,0.125936374,0.058263599,0.011448838,0.0388941,0.054344845,0.037746006,0.078037303,0.099301779,0.829635685,4.585246871,9.32373949,11.07103363
107,0.022271225,0.119424083,0.055496861,0.011108592,0.039423351,0.055083826,0.039701563,0.07824854,0.101942459,0.799955861,4.495124747,9.197686936,10.94153759
107.5,0.022329539,0.113934456,0.053273125,0.011098333,0.040276599,0.056326958,0.042018139,0.078362126,0.104821481,0.769104763,4.402210891,9.067340763,10.80762137
108,0.022567616,0.10934427,0.051698174,0.011407481,0.041328947,0.057919872,0.044593388,0.07817422,0.108030303,0.736703156,4.305067088,8.930713336,10.66712713
108.5,0.022826865,0.105548273,0.050852857,0.012022716,0.042467317,0.059687234,0.04729816,0.077524826,0.111568261,0.703065075,4.204063378,8.788321078,10.52051946
109,0.02296069,0.102495151,0.050798808,0.012934415,0.043593083,0.061449581,0.049994183,0.076330333,0.115328621,0.669041619,4.101075263,8.642759833,10.37043442
109.5,0.022868819,0.100194475,0.051582448,0.014139641,0.044617826,0.063041476,0.05255581,0.074592212,0.119122875,0.6356866,3.998688922,8.497622818,10.22053952
110,0.022519672,0.098697929,0.05323411,0.015640071,0.045458144,0.064326425,0.054889722,0.072381859,0.122742527,0.603875721,3.899239836,8.356217183,10.07419764
110.5,0.021951949,0.098064785,0.055759792,0.017434553,0.046033885,0.065205115,0.056943562,0.069808808,0.126037199,0.574027906,3.804011286,8.220452565,9.933344182
111,0.021255219,0.098321711,0.059125896,0.019508216,0.04626968,0.065614569,0.058697202,0.066984594,0.128973145,0.546027284,3.712852763,8.090233477,9.797857372
111.5,0.020538703,0.099426357,0.063241297,0.021821795,0.046097975,0.065518894,0.060139779,0.063995441,0.131640261,0.51936602,3.624356009,7.963543454,9.665641321
112,0.019901224,0.101245679,0.067943867,0.024305046,0.045463223,0.064896755,0.061244853,0.060892712,0.1342011,0.49344044,3.536544405,7.837304577,9.533467633
112.5,0.019411661,0.103557853,0.072998999,0.026856419,0.044328929,0.063734022,0.061957557,0.057701537,0.136804026,0.467874334,3.447823213,7.708724621,9.39833226
113,0.019102162,0.106079086,0.078114649,0.029349087,0.042688195,0.06202699,0.062201776,0.054440345,0.139499279,0.442728071,3.357784536,7.576558446,9.258778295
113.5,0.018970892,0.108509421,0.082972787,0.031642428,0.040574535,0.059794188,0.061905235,0.051140249,0.142194994,0.418503886,3.267496442,7.441693616,9.115547386
114,0.018989501,0.110584924,0.087272073,0.03359862,0.038066908,0.057089071,0.061031065,0.047855229,0.144672271,0.395954268,3.179163673,7.306822619,8.971278641
114.5,0.019112594,0.112118257,0.090771847,0.035102853,0.035284071,0.054005121,0.059600871,0.044660447,0.146654995,0.375792561,3.095331631,7.175401936,8.829457225
115,0.01928846,0.113012832,0.093324099,0.036082095,0.03236782,0.050669032,0.05769947,0.041641678,0.147906873,0.358434839,3.01800301,7.050373298,8.693099841
115.5,0.019469745,0.113247703,0.09488232,0.036514867,0.029459489,0.047223593,0.055460672,0.038881327,0.148316361,0.343861625,2.947990769,6.933162018,8.563721418
116,0.019621042,0.112844482,0.095485155,0.036427636,0.026676987,0.043806502,0.053040868,0.036446462,0.147936816,0.331625201,2.884692745,6.823259592,8.440869546
116.5,0.019720743,0.111833254,0.095223328,0.03587992,0.024100417,0.040533624,0.050591379,0.034381788,0.146970885,0.320978033,2.826329125,6.718475099,8.322381281
117,0.019757539,0.110232009,0.094203354,0.034945307,0.02177119,0.037492373,0.048239523,0.032708161,0.145713449,0.311074509,2.770553164,6.615799095,8.205281012
117.5,0.019725026,0.108046889,0.0925205,0.033695676,0.019703022,0.034744972,0.046082129,0.031425889,0.144478471,0.301187839,2.71522175,6.512561348,8.08700106
118,0.019618238,0.105291199,0.090247968,0.032192691,0.017897436,0.032336377,0.044187978,0.0305212,0.143533167,0.290879326,2.65906498,6.407469327,7.966473633
118.5,0.019434596,0.102013334,0.087442682,0.03048657,0.016356124,0.030300976,0.042604157,0.02997398,0.143053747,0.280067437,2.602006235,6.30107392,7.844607384
119,0.019180007,0.098317783,0.084161534,0.028620114,0.015086481,0.028665404,0.041363518,0.029764823,0.143109705,0.268973885,2.545034601,6.195511645,7.724003019
119.5,0.018878549,0.09436514,0.080478972,0.0266358,0.014100696,0.027448041,0.040492103,0.029879669,0.143677825,0.257969795,2.489704752,6.093678494,7.608034221
120,0.018581774,0.09034631,0.076496966,0.024583007,0.013410906,0.026657464,0.040015207,0.030310671,0.144680774,0.247384803,2.437452389,5.998161844,7.499673294
120.5,0.018372798,0.086438341,0.072341339,0.022521224,0.01302325,0.026291183,0.039960092,0.031051937,0.146037382,0.237352555,2.388977289,5.910298488,7.400462169
121,0.018361949,0.082758639,0.068145346,0.020516417,0.012933191,0.026334944,0.040353859,0.032090113,0.147705556,0.227748709,2.343904096,5.829654873,7.309944906
121.5,0.018674061,0.079334893,0.064028417,0.018631909,0.013123642,0.026762748,0.04121589,0.033392207,0.14969904,0.218241961,2.300847266,5.754095027,7.225761314
122,0.019430319,0.076101953,0.060079475,0.016918493,0.013566131,0.027538037,0.042546526,0.03489581,0.15206816,0.208439645,2.257869833,5.68044965,7.144382498
122.5,0.020728655,0.072927089,0.05635033,0.015408673,0.014224674,0.028615963,0.044315602,0.036507611,0.154850524,0.198070492,2.213192034,5.605583132,7.062271166
123,0.022625949,0.069654996,0.05286069,0.01411754,0.015061563,0.029945801,0.046456355,0.038114085,0.158012702,0.187125774,2.165874236,5.527480319,6.977072311
123.5,0.02512527,0.066157102,0.049612599,0.013049442,0.016043734,0.03147341,0.048869596,0.039603297,0.16141104,0.175890633,2.116185839,5.445918096,6.888340766
124,0.028172298,0.062369224,0.046608714,0.012206916,0.017147882,0.033144697,0.051439788,0.040890271,0.164795195,0.164847304,2.065486333,5.362427571,6.79750295
124.5,0.031664087,0.058306338,0.043867661,0.011597976,0.018362102,0.034910065,0.054058858,0.041934578,0.167860776,0.154494517,2.015666265,5.279556486,6.707092309
125,0.035468002,0.054051854,0.041431177,0.011239654,0.019682068,0.036727397,0.056648195,0.042742422,0.170335636,0.145166596,1.968389299,5.199745701,6.619569649
125.5,0.039442817,0.049729683,0.039361103,0.011157825,0.021101918,0.038560358,0.059168169,0.043353101,0.172064286,0.136927387,1.92445619,5.124302226,6.536226698
126,0.043452291,0.045473222,0.037728349,0.011384224,0.022603044,0.040371276,0.061609766,0.043816201,0.173052866,0.129572484,1.883542346,5.052877433,6.456629685
126.5,0.04736566,0.041402861,0.03660014,0.011951826,0.024145543,0.0421117,0.063972209,0.044168557,0.173454334,0.122727224,1.844386587,4.983638667,6.378808127
127,0.051047323,0.037617418,0.036031137,0.012889426,0.025666808,0.043716289,0.066237398,0.044418928,0.173502412,0.115995696,1.805332326,4.914044498,6.300070166
127.5,0.054344965,0.034197957,0.036060307,0.014216033,0.027089175,0.045104804,0.068352781,0.044545353,0.173425939,0.109102394,1.764973498,4.841866792,6.218089767
128,0.057087575,0.031216921,0.036711544,0.015936148,0.028334634,0.046193167,0.070229874,0.04450512,0.173377938,0.10197414,1.722645999,4.766008769,6.131775872
128.5,0.059100597,0.028744499,0.037995541,0.018037618,0.029341183,0.046909648,0.071758248,0.044252688,0.17340141,0.094737732,1.678594958,4.68681846,6.041609752
129,0.060237321,0.026848228,0.039912039,0.020493178,0.030074502,0.047209346,0.072828552,0.043757524,0.173435514,0.087646127,1.633801096,4.605837771,5.949351339
129.5,0.060417684,0.025587562,0.042452312,0.023265144,0.030530779,0.047080422,0.0733558,0.043013712,0.173352223,0.080973051,1.58957783,4.525166806,5.857330757
130,0.05966106,0.025007254,0.045600791,0.026311206,0.030729623,0.046539712,0.073295743,0.042037854,0.173007224,0.074919687,1.547110899,4.446708374,5.767625854
130.5,0.05810026,0.025130944,0.049333341,0.029587817,0.030699618,0.045619729,0.072649949,0.040858711,0.172289923,0.069561426,1.507092681,4.37154872,5.68139899
131,0.055969727,0.025953776,0.053609854,0.033047739,0.030461825,0.044352827,0.071458574,0.03950639,0.171159771,0.064841963,1.469548576,4.299662827,5.598584723
131.5,0.053568863,0.027432741,0.058360623,0.03663146,0.030017252,0.042758715,0.069784553,0.038006158,0.169659787,0.060607773,1.433894472,4.230003278,5.518009731
132,0.051209575,0.029476269,0.063469963,0.040256387,0.029342901,0.040840052,0.067696133,0.036377334,0.167902647,0.056669764,1.399197885,4.160946267,5.43789749
132.5,0.049161769,0.031937851,0.068764388,0.043809912,0.028397652,0.038588503,0.065254429,0.034635873,0.166031585,0.052875455,1.364567073,4.090961698,5.356595483
133,0.047610562,0.034620515,0.074013646,0.04715102,0.027136656,0.035999797,0.062509699,0.032799932,0.164168726,0.049168853,1.32954955,4.019296224,5.273302122
133.5,0.046634118,0.03729764,0.07894935,0.050121851,0.025530226,0.033091798,0.059507424,0.030897025,0.162369243,0.045613633,1.294399581,3.946431212,5.188547639
134,0.046204303,0.039748998,0.08329927,0.052567306,0.023580708,0.029917943,0.05630187,0.028969649,0.160602837,0.042364909,1.260093712,3.874121004,5.104246221
134.5,0.046207916,0.04180146,0.08682767,0.054357755,0.021331369,0.026571,0.052971417,0.027076774,0.158777343,0.039597901,1.228046148,3.804936007,5.023234842
135,0.046483101,0.043357285,0.089367243,0.055408547,0.01886442,0.023176153,0.049627513,0.025290767,0.156802043,0.037422858,1.199597039,3.741414144,4.948361733
135.5,0.046862861,0.044396591,0.090831022,0.055689911,0.016289274,0.019875307,0.046411254,0.023690561,0.154667325,0.035819869,1.175447315,3.685085639,4.881399166
136,0.047214781,0.0449539,0.091201629,0.055223913,0.013724927,0.016806101,0.043476869,0.022351988,0.152504634,0.034615374,1.155259335,3.635746329,4.822177592
136.5,0.047466072,0.04508169,0.090506731,0.054069881,0.011281474,0.014080566,0.040967547,0.021337336,0.150595633,0.033508771,1.137593699,3.591275374,4.768333132
137,0.047607777,0.044819351,0.08879508,0.052304498,0.00904524,0.011769263,0.038991929,0.02068694,0.149321282,0.032147685,1.120238196,3.548132299,4.715853513
137.5,0.04767986,0.044181737,0.086126474,0.050005857,0.00707038,0.009894968,0.037607655,0.020414759,0.149069106,0.030234212,1.100827368,3.502353183,4.660238686
138,0.047745164,0.043170765,0.082581284,0.047250395,0.005378177,0.008436181,0.036814705,0.020507679,0.150132226,0.027623243,1.077518119,3.45068673,4.597807075
138.5,0.047862687,0.041801493,0.078284748,0.044125031,0.003963472,0.007337701,0.036557836,0.020927177,0.152632278,0.024367732,1.049469877,3.391444259,4.526673965
139,0.048068544,0.040127241,0.073431219,0.040746068,0.002805687,0.006524238,0.036736354,0.021612286,0.156485161,0.02069084,1.016984205,3.324826375,4.447106269
139.5,0.048368436,0.038250495,0.068289412,0.037269128,0.001880155,0.005913779,0.037219426,0.022483834,0.161411709,0.016905012,0.981330948,3.252748405,4.36132002
140,0.048740174,0.036313642,0.063178202,0.033879248,0.001165419,0.005429578,0.037865101,0.023450623,0.166983526,0.013321374,0.944407735,3.178380601,4.272949396
